id,name,nicknames,games,points_avg,total_rebounds,assists,fg_percent,field_goals,per,win_shares
3431,John Michael Beasley,,506,13.7,8.4,1.2,49.1,31.6,19.6,37.9
3432,Malik JonMikal Beasley,,417,10.8,2.7,1.3,42.2,37.8,12.4,11.8
3433,Michael Paul Beasley,"
(B-Easy, Walking Bucket, Supercool Beas)
",609,12.4,4.7,1.3,46.5,34.9,15.6,15.6
3434,Zelmo Beaty Jr.,"
(Big Z, Z, The Franchise)
",889,17.1,10.9,1.5,49.4,15.4,18.7,106.0
3435,Rodrigue Beaubois,,182,7.1,1.9,2.1,43.9,32.5,14.5,4.8
3436,MarJon Beauchamp,,52,5.1,2.2,0.7,39.5,33.1,8.2,0.4
3437,A. Byron Beck,,747,11.5,7.0,1.3,50.5,29.5,16.3,55.0
3438,Corey Laveon Beck,,88,2.7,1.4,1.4,45.1,60.0,9.1,0.5
3439,Ernest Joseph Beck,,371,6.3,3.2,1.8,38.3,76.2,11.2,9.0
3440,Arthur C. Becker,,414,12.5,6.3,1.0,48.0,32.1,16.3,28.1
3441,Morris Robert Becker,,43,3.8,-,0.7,19.6,50.0,-,-2.4
3442,Robert George Bedell,,269,8.4,5.2,1.2,42.3,19.0,15.9,5.6
3443,William Bedford,,238,4.1,2.4,0.5,41.6,31.8,9.7,0.9
3444,Henry G. Beenders,,111,8.4,-,0.5,26.5,68.7,-,2.0
3445,Ronald Michael Behagen,,388,10.3,7.0,1.6,42.5,-,14.2,13.0
3446,Elmer Herman Behnke,,4,4.0,4.3,1.0,27.3,57.1,7.8,-0.1
3447,Marco Stefano Belinelli,,860,9.7,2.1,1.7,42.4,37.6,12.2,30.5
3448,Charlie Will Bell III,,376,8.5,2.2,2.3,41.2,36.1,11.2,12.5
3449,Dennis R. Bell,,63,2.8,1.9,0.4,37.4,53.5,10.7,0.1
3450,Jordan Bell,"
(Eraser, Swatterboy)
",161,3.7,3.1,1.2,55.2,20.0,15.0,4.9
3451,Raja Bell,,706,9.9,2.8,1.7,43.4,40.6,10.9,32.7
3452,Troy Devon Bell,,6,1.8,0.7,0.7,22.2,0.0,-4.5,-0.2
3453,William Hoyet Bell,,36,5.1,2.6,1.6,37.9,63.0,9.8,0.0
3454,Walter Jones Bellamy,,1043,20.1,13.7,2.4,51.6,63.2,19.9,130.0
3455,DeAndre' Pierre' Bembry,,296,5.9,3.2,1.8,47.4,28.3,10.5,4.4
3456,Irving Bemoras,,131,6.3,2.6,1.0,34.7,67.2,10.5,1.3
3457,Leon Benbow,,115,5.5,1.9,1.6,39.4,75.9,10.9,1.7
3458,Dragan Bender,,187,5.4,3.9,1.3,39.9,32.3,7.6,0.5
3459,Jonathan Rene Bender,,262,5.5,2.2,0.6,41.7,34.0,10.9,3.8
3460,Jerrelle Carlton Benimon,,2,0.0,1.5,0.0,-,-,4.7,0.0
3461,Lenard Benoit Benjamin,,807,11.4,7.5,1.3,49.7,4.8,14.8,32.7
3462,Corey Dwight Benjamin,,153,5.5,1.7,0.9,39.0,28.9,8.9,-0.9
3463,Anthony Harris Bennett,,151,4.4,3.1,0.5,39.2,26.1,10.2,0.5
3464,Elmer James Bennett,,21,2.3,0.5,1.0,34.0,27.3,6.2,-0.3
3465,Mario Marcell Bennett,,68,4.0,2.7,0.4,53.4,33.3,18.2,1.9
3466,Melvin P. Bennett,,204,6.9,4.7,1.0,38.2,0.0,10.8,0.9
3467,Willis Bennett,,59,7.5,2.5,1.4,38.2,24.0,6.8,0.5
3468,Anthony Guy Bennett,,152,3.5,1.0,2.0,41.2,33.5,9.5,1.6
3469,Winston George Bennett III,,136,4.8,3.0,0.9,42.5,0.0,8.4,1.7
3470,David Benoit,,492,7.0,4.0,0.6,43.8,31.9,12.0,16.9
3471,Keith Anderson Benson Jr.,,3,0.0,1.0,0.0,0.0,-,6.0,0.0
3472,Michael Kent Benson,,680,9.1,5.7,1.8,49.3,20.6,14.2,33.6
3473,Benjamin Bentil,,3,0.0,0.7,0.0,0.0,0.0,-17.6,-0.1
3474,Eugene Daniel Berce,,3,3.3,-,0.7,31.3,0.0,-,-0.1
3475,Gary Dean Bergen,,6,1.3,1.3,0.2,27.3,100.0,4.8,0.0
3476,Larry Clifford Bergh,,20,6.1,4.3,0.9,40.8,0.0,15.3,0.1
3477,Ricky Alan Berry,,64,11.0,3.1,1.3,45.0,40.6,13.1,2.4
3478,Walter Berry,,205,14.1,4.7,1.4,53.9,20.0,16.6,8.2
3479,Dairis Bertāns,,12,2.8,0.8,0.8,25.5,29.4,2.0,-0.2
3480,Dāvis Bertāns,,432,7.8,2.5,1.0,42.5,39.8,12.9,17.8
3481,Delmer Beshore,,69,3.5,0.9,2.0,35.2,38.5,6.4,-0.9
3482,Travis Eric Best,,708,7.6,1.8,3.5,43.1,34.5,13.8,30.9
3483,Patrick Beverley,"
(Mr. 94 Feet)
",593,8.5,4.2,3.4,41.3,37.3,12.3,37.5
3484,Saddiq Bey,,229,14.1,4.9,1.9,40.6,36.1,13.8,11.1
3485,Tyler Tarik Bey,,18,1.0,1.1,0.2,31.8,25.0,5.9,0.0
3486,Gursimran Bhullar,,3,0.7,0.3,0.3,50.0,-,44.3,0.0
3487,Wesley John Bialosuknia,,70,8.7,1.3,0.8,41.8,39.7,12.9,1.5
3488,Alfred A. Bianchi,,687,8.1,2.5,2.2,37.4,70.7,9.6,8.2
3489,Henry Arcado Biasatti,,6,1.0,-,0.0,40.0,50.0,-,0.1
3490,Charles Henry Bibby,,675,8.6,2.3,3.3,42.4,29.3,12.3,24.5
3491,Michael Bibby,"
(Bib)
",1001,14.7,3.1,5.5,43.6,37.9,16.1,73.2
3492,Edward Joseph Biedenbach,,7,0.6,0.3,0.4,0.0,66.7,2.7,-0.1
3493,Andris Biedriņš,,516,6.3,7.0,0.9,59.4,0.0,15.3,30.7
3494,Donald P. Bielke,,7,2.0,1.3,0.1,55.6,57.1,12.2,0.2
3495,Robert S. Bigelow,,94,2.5,1.2,0.4,41.4,73.2,8.7,0.5
3496,Lionel Billingy,,46,8.5,6.1,1.1,42.7,0.0,10.5,-0.4
3497,Chauncey Ray Billups,"
(Mr. Big Shot, Smooth)
",1043,15.2,2.9,5.4,41.5,38.7,18.8,120.8
3498,David Bing,"
(Duke, Bingo)
",901,20.3,3.8,6.0,44.1,77.5,17.6,68.8
3499,Joe Binion,,11,1.3,1.6,0.1,40.0,-,12.0,0.1
3500,Khem Xavier Birch,,282,5.0,4.4,1.0,52.0,20.0,14.6,13.4
3501,Jabari Carl Bird,,13,3.0,1.5,0.6,57.7,42.9,12.1,0.2
3502,Jerry Lee Bird,,11,2.3,1.1,0.4,37.5,100.0,12.9,0.0
3503,Larry Joe Bird,"
(Larry Legend, The Hick from French Lick, Kodak, The Great White Hope)
",897,24.3,10.0,6.3,49.6,37.6,23.5,145.8
3504,Otis Lee Birdsong,"
(Bird)
",696,18.0,3.0,3.2,50.6,27.4,16.5,48.2
3505,Robert Gale Bishop,,56,8.3,-,1.6,32.5,65.1,-,2.8
3506,Goga Bitadze,,187,4.9,3.0,0.8,49.0,25.1,16.1,5.4
3507,Bismack Biyombo,,799,5.1,5.9,0.6,53.3,0.0,13.2,31.3
3508,Nemanja Bjelica,,449,7.6,4.6,1.8,46.6,38.4,13.7,20.0
3509,Uwe Konstantine Blab,,235,2.1,1.8,0.4,43.3,-,6.6,0.4
3510,Charles Bradford Black Jr.,,136,9.2,2.4,2.3,28.3,60.1,1.1,4.3
3511,Norman Augustus Black,,3,2.7,0.7,0.7,30.0,-,1.9,-0.1
3512,Tarik Bernard Black,,220,4.9,4.7,0.5,55.0,14.3,14.4,7.7
3513,Thomas Donald Black,,71,4.2,3.6,0.6,40.2,64.8,9.6,0.1
3514,Rolando Antonio Blackman,,980,18.0,3.3,3.0,49.3,34.3,16.7,75.6
3515,Robert Alexander Blackwell,,27,1.3,0.9,0.3,33.3,0.0,8.2,0.0
3516,Cory Blackwell,,60,3.4,1.6,0.4,36.7,0.0,6.4,-0.9
3517,James Blackwell,,13,1.4,0.8,0.8,61.5,-,11.6,0.2
3518,Nathaniel Blackwell,,10,3.7,0.6,1.8,36.6,18.2,6.1,-0.1
3519,DeJuan Lamont Blair,,424,6.8,5.1,0.8,52.4,0.0,16.5,19.0
3520,Steven Hanson Blake,,870,6.5,2.1,4.0,40.1,38.3,11.1,29.1
3521,Antonio Davon Blakeney,,76,7.5,1.8,0.8,40.6,35.7,10.5,-0.6
3522,William Anthony Blalock,,14,1.8,1.1,1.2,30.0,20.0,4.5,-0.1
3523,George R. Blaney,,36,3.3,1.0,1.3,38.0,52.9,7.9,-0.1
3524,Lance Blanks,,142,2.0,0.8,0.8,43.6,25.3,8.8,0.7
3525,Ricky Wayne Blanton,,2,3.0,1.5,0.5,42.9,-,19.3,0.0
3526,Andray Blatche,,564,10.1,5.4,1.4,46.7,23.7,16.8,19.2
3527,Daron Oshay Blaylock,"
(The Thief)
",889,13.5,4.1,6.7,40.9,33.6,16.8,71.8
3528,Eric Bledsoe,"
(Mini-Lebron)
",756,13.7,3.9,4.7,45.2,33.6,17.0,46.1
3529,Keljin DeShawn Blevins,,48,2.2,1.1,0.5,29.8,28.8,3.8,-0.7
3530,Leon Gravette Blevins,,2,1.0,1.0,0.5,25.0,0.0,-,0.0
3531,John William Block Jr.,,597,11.9,6.6,1.3,43.3,77.8,15.4,32.7
3532,Meyer Bloom,,93,6.8,-,0.8,25.5,71.3,-,2.5
3533,Jaron Samuel Blossomgame,,27,4.2,3.6,0.5,44.3,25.6,10.2,0.3
3534,Corie Blount,,644,3.6,4.2,0.7,47.1,11.5,11.1,18.2
3535,Mark D. Blount,,605,8.2,4.6,0.8,50.4,35.9,12.5,18.8
3536,Vander Blue,"
(Veezy)
",10,3.0,1.3,1.2,30.8,15.4,1.7,-0.4
3537,Bernard Ray Blume,,49,4.6,0.8,1.4,45.9,22.2,9.7,-0.1
3538,Nelson S. Bobb,,227,4.6,2.4,2.1,35.0,61.2,12.3,6.0
3539,Tony Rachaun Bobbitt,,2,2.5,1.5,0.0,40.0,50.0,11.7,0.0
3540,Arlen Dale Bockhorn,,474,11.5,4.7,3.5,40.3,74.8,10.4,7.9
3541,Jackson Thomas Boeheim,,10,1.6,0.6,0.4,18.5,16.0,0.5,-0.2
3542,Thomas F. Boerwinkle,"
(Big Daddy, The Building, Bo, Wink)
",635,7.2,9.0,3.2,45.3,67.5,16.3,38.0
3543,Keith Ramon Bogans,,671,6.3,2.7,1.3,39.4,35.3,9.6,20.4
3544,Bogdan Bogdanović,,370,14.2,3.4,3.3,44.0,38.7,14.8,19.0
3545,Bojan Bogdanović,,662,15.6,3.6,1.7,46.0,39.4,14.3,36.5
3546,Tyrone Curtis Bogues,"
(Muggsy, Muggs, Apple, Billy, The Human Press, The Human Assist, The PT Boat)
",889,7.7,2.6,7.6,45.8,27.8,15.0,54.0
3547,Andrew Michael Bogut,,706,9.6,8.7,2.2,53.5,12.0,16.4,50.6
3548,Etdrick Bohannon,,26,1.4,1.7,0.2,42.9,-,10.2,0.1
3549,Bol Manute Bol,,123,6.3,3.8,0.7,53.3,29.3,13.9,2.5
3550,Manute Bol,,624,2.6,4.2,0.3,40.7,21.0,9.4,12.3
3551,Jonah Anthony Bolden,,51,4.3,3.4,0.8,48.6,34.0,12.2,1.4
3552,Marques Terrell Bolden,,7,1.0,1.1,0.0,33.3,-,13.9,0.1
3553,William J. Bolger,,20,2.8,1.8,0.6,40.7,61.5,10.8,0.2
3554,Leandro Nicolás Bolmaro,,49,1.1,1.0,0.6,27.0,22.7,3.1,-0.3
3555,Joel Bolomboy,,18,1.7,1.5,0.1,54.5,20.0,16.4,0.3
3556,F. Douglas Bolstorff,,3,1.3,0.0,0.0,40.0,-,2.2,0.0
3557,George H. Bon Salle,,3,1.3,0.7,0.0,25.0,-,0.1,-0.1
3558,Phillip Damone Bond,,7,0.6,0.6,0.3,33.3,-,5.3,0.0
3559,Walter Bond,,153,5.7,1.9,1.2,40.9,29.9,9.2,0.7
3560,Jordan Latham Bone,,24,2.8,1.2,1.1,37.8,28.6,7.1,0.1
3561,Dexter Lyndell Boney,,8,2.4,0.8,0.0,31.6,16.7,10.2,0.0
3562,Isaac Evolue Etue Bofenda Bonga,,143,3.1,2.2,0.8,43.2,30.0,8.4,1.7
3563,Ronald D. Bonham,,118,6.1,1.4,0.4,38.8,0.0,16.7,2.7
3564,Anthony Bonner,,318,6.9,5.4,1.4,46.8,12.5,11.5,10.8
3565,Matthew Robert Bonner,"
(Red Rocket, Red Mamba, Sandwich Hunter, Coach ""B"")
",792,5.8,3.0,0.7,46.4,41.4,13.6,38.5
3566,Harold Booker,,12,5.8,7.6,0.5,49.2,0.0,15.7,0.4
3567,Devin Armani Booker,"
(Book, DBook)
",530,23.9,4.0,4.8,46.1,35.6,18.4,35.9
3568,Melvin Jermaine Booker,,32,5.2,1.2,2.3,40.0,26.8,8.2,-0.1
3569,Trevor Fitzgerald Booker,,532,6.9,5.5,1.1,51.5,30.5,15.0,26.2
3570,Oscar Joshua Boone,,256,5.2,4.9,0.5,54.4,-,14.2,9.1
3571,Ronald Bruce Boone,"
(Instant Offense)
",1041,16.8,4.2,3.7,46.1,30.4,15.4,59.3
3572,Calvin Lawrence Booth,,366,3.3,2.8,0.4,45.1,22.2,12.4,8.0
3573,Keith Eugene Booth,"
(Turk)
",45,2.9,2.2,0.9,32.5,9.1,7.3,-0.8
3574,Robert Lewis Boozer,"
(Bullet Bob)
",874,14.8,8.1,1.4,46.2,76.1,16.1,64.2
3575,Carlos Austin Boozer Jr.,"
(Booz, CBooz, Booz Cruise)
",861,16.2,9.5,2.2,52.1,7.1,19.5,80.3
3576,Curtis Alan Borchardt,,83,3.1,3.3,0.8,42.1,0.0,9.0,1.0
3577,Jacob Bornheimer,,75,4.6,-,0.7,29.5,67.1,-,1.2
3578,Lazaro Manuel Borrell,,17,3.6,2.4,0.6,44.4,0.0,15.0,0.3
3579,Costic Frank Borsavage Jr.,,24,2.7,1.0,0.2,35.1,66.7,-,0.1
3580,Vincent Joseph Boryla,,285,11.2,3.7,2.1,37.1,81.6,10.4,16.0
3581,Christopher Wesson Bosh,"
(CB4, The Boshtrich, Boshasaurus, King of the Dragons)
",893,19.2,8.5,2.0,49.4,33.5,20.6,106.0
3582,James Bostic,,4,6.5,4.0,0.8,54.5,40.0,18.9,0.1
3583,Brandon Elliot Boston Jr.,,73,6.7,1.9,1.0,39.4,32.9,11.8,0.6
3584,Lawrence D. Boston Jr.,,13,4.3,3.0,0.2,46.2,-,12.6,0.2
3585,Tommy G. Boswell,,366,7.7,4.7,1.6,53.3,54.5,13.7,15.2
3586,Chris Boucher,,307,9.1,5.4,0.5,48.6,33.4,19.5,21.5
3587,James David Bouknight,,65,5.1,1.9,1.0,35.3,31.6,7.7,-0.4
3588,Ruben Boumtje-Boumtje,,44,1.0,1.3,0.1,36.8,-,6.4,0.2
3589,Jamaree Bouyea,,5,3.0,1.2,0.8,42.9,33.3,6.5,0.0
3590,Donald E. Boven,,195,9.0,4.2,2.0,33.9,70.6,12.0,7.4
3591,James Calloway Bowdler II,,142,3.0,1.9,0.2,40.4,18.2,11.3,1.8
3592,Brian Bowen II,"
(Tugs)
",12,0.8,0.8,0.0,28.6,0.0,0.4,-0.1
3593,Bruce Eric Bowen Jr.,,873,6.1,2.8,1.2,40.9,39.3,8.2,42.9
3594,Ryan Cleo Bowen,,507,2.6,2.1,0.5,45.6,20.6,10.5,12.4
3595,Tommie Lee Bowens Jr.,,211,5.4,4.8,0.6,40.9,20.0,9.3,2.8
3596,Anthony Lee Bowie,"
(A.B., Boo)
",461,6.4,2.2,1.8,47.5,31.8,11.7,12.3
3597,Samuel Paul Bowie,,511,10.9,7.5,2.1,45.2,30.2,14.6,26.9
3598,Orbie Lee Bowling,,11,1.9,2.6,0.1,32.1,-,1.7,-0.2
3599,Ira Bowman,,17,0.9,0.3,0.5,63.6,0.0,13.4,0.2
3600,Kyran Bowman,,45,7.4,2.7,2.9,41.7,30.8,9.1,-0.1
3601,Nathaniel Bowman,,261,2.9,3.4,0.7,38.8,0.0,9.2,1.0
3602,Donald Nathaniel Boyce,,30,2.6,0.8,0.5,34.9,25.0,9.3,-0.3
3603,Dennis Boyd,,5,1.2,0.4,1.4,25.0,-,-4.0,-0.2
3604,Fred L. Boyd,,327,8.5,1.6,3.0,41.4,66.7,10.5,1.4
3605,Ken Boyd,,6,3.2,0.8,0.3,53.8,45.5,25.3,0.1
3606,Earl Antoine Boykins,,652,8.9,1.3,3.2,41.7,34.8,15.7,26.0
3607,Harry J. Boykoff,,109,10.1,4.6,1.9,40.0,76.5,-,7.0
3608,Winford Gladstone Boynes III,,177,8.4,2.1,1.2,43.5,0.0,10.8,0.9
3609,Cedric R. Bozeman,,23,1.1,1.0,0.4,28.2,15.4,-0.1,-0.3
3610,Stephen Henry Bracey,,187,6.1,1.6,2.2,46.6,68.4,12.6,3.9
3611,Craig Lee Brackins,,17,1.8,1.1,0.5,26.5,21.4,3.1,-0.2
3612,Gary Lee Bradds,,254,12.2,5.5,0.9,47.5,5.6,18.8,15.8
3613,Alex Bradley III,,39,3.5,1.7,0.3,52.4,0.0,12.4,0.4
3614,Alonzo Bradley,,99,4.4,1.5,0.7,41.8,100.0,8.6,-0.2
3615,Avery Antonio Bradley Jr.,"
(Spiderman, Poison)
",660,11.0,2.8,1.7,43.4,36.5,10.7,17.2
3616,William C. Bradley,,58,3.8,0.8,0.9,31.8,16.7,7.1,-0.4
3617,William Warren Bradley,"
(Dollar Bill, The Secretary of State, Mr. President, The White O)
",742,12.4,3.2,3.4,44.8,84.0,12.2,38.8
3618,Charles Warnell Bradley,,110,3.2,1.1,0.5,41.6,0.0,8.4,0.3
3619,Dudley Leroy Bradley,,600,5.2,1.8,1.9,44.0,29.3,12.0,16.5
3620,James Arthur Bradley,,98,7.0,5.4,1.3,42.9,0.0,12.3,3.7
3621,Joseph L. Bradley,,46,1.9,-,0.8,26.9,39.5,-,-0.3
3622,Michael Thomas Bradley,,173,2.8,3.4,0.5,47.7,14.3,11.3,2.0
3623,Shawn Paul Bradley,"
(The Stormin' Mormon)
",832,8.1,6.3,0.7,45.7,10.3,16.0,40.7
3624,Tony Lee Bradley Jr.,,179,4.4,4.1,0.5,63.1,50.0,19.3,7.5
3625,Mark Bradtke,,36,1.6,1.9,0.2,43.1,-,9.6,0.2
3626,Marques Bragg,,53,2.5,1.5,0.2,45.0,-,9.8,0.1
3627,Torraye Braggs,,22,2.1,2.3,0.3,47.5,-,9.8,0.3
3628,Aaron Jordan Bramlett,,8,1.0,2.8,0.0,19.0,-,-0.4,-0.2
3629,Adrian Francis Branch,,130,6.4,1.9,0.7,45.5,23.1,15.1,2.1
3630,Elton Tyron Brand,"
(E.B., Old School Chevy, Horse, Slant, Chief Beef)
",1058,15.9,8.5,2.1,50.0,9.5,20.5,109.6
3631,Thomas Terrell Brandon,"
(Tee Bee)
",724,13.8,3.0,6.1,44.8,35.5,19.7,65.9
3632,Malaki Lamar Branham,,66,10.2,2.7,1.9,44.0,30.2,9.5,-0.1
3633,Robert Warren Brannum,,338,7.3,7.0,2.1,34.4,65.2,11.4,5.6
3634,Bradley Alexander Branson,,72,5.4,2.9,0.7,42.2,0.0,14.4,0.9
3635,Herman Jesse Branson,,83,13.1,6.6,0.8,42.7,22.2,19.2,5.8
3636,Jarrell Isaiah Brantley,,41,2.7,1.3,0.7,45.7,38.0,13.9,0.6
3637,James J. Brasco,,20,3.9,1.2,1.1,26.6,79.4,7.6,-0.2
3638,Mike Bratz,,586,7.0,1.8,3.2,40.7,30.5,12.0,11.1
3639,Carl August Braun Jr.,,788,13.5,3.4,3.7,38.3,80.4,15.8,64.3
3640,Christian Nicholas Braun,,76,4.7,2.4,0.8,49.5,35.4,10.3,1.9
3641,Ignas Brazdeikis,,64,5.0,1.9,0.9,41.6,31.5,9.6,0.4
3642,Timothy Breaux,,102,2.9,0.9,0.4,36.9,29.7,7.4,-0.2
3643,Ernest Bremer Jr.,,100,6.5,1.8,2.2,34.4,33.3,11.2,2.5
3644,Peter Joseph Brennan,,16,2.5,1.9,0.4,30.2,56.0,7.2,-0.1
3645,Thomas F. Brennan,,11,0.9,0.5,0.2,45.5,-,5.7,0.1
3646,Randall W. Breuer,,681,6.8,4.4,0.9,46.7,0.0,13.2,20.9
3647,Corey Wayne Brewer,"
(The Drunken Dribbler, Greyhound)
",819,8.7,2.8,1.5,42.5,28.4,11.8,22.5
3648,Jamison Rudy Van Brewer,,54,1.6,0.9,1.0,37.2,25.0,7.0,0.0
3649,James Turner Brewer,"
(Brew, Papa)
",703,5.8,6.3,1.5,44.8,7.7,12.2,29.3
3650,Ronald Charles Brewer,,501,11.9,1.9,1.8,45.9,24.8,13.0,17.3
3651,Ronnie Brewer,,502,7.8,2.8,1.6,49.0,25.4,14.4,30.4
3652,Primož Brezec,,342,7.2,3.9,0.5,49.8,16.7,13.6,10.8
3653,Frank Sands Brian,,438,12.3,2.4,2.6,34.0,82.1,14.0,30.1
3654,Francis Anthony Brickowski,,731,10.0,4.7,1.9,51.9,32.4,14.2,29.8
3655,Ulysses Lee Bridgeman,"
(J.B., The Torch)
",849,13.6,3.5,2.4,47.5,24.4,15.6,45.0
3656,William C. Bridges,"
(The Train)
",926,11.9,11.9,2.8,44.2,69.3,14.5,59.9
3657,Mikal Bridges,,392,13.1,4.0,2.3,49.5,37.6,14.4,32.1
3658,Miles Emmanuel Bridges,,291,13.4,5.6,2.3,47.3,34.6,14.8,16.0
3659,Horace Albert Brightman,,58,9.8,-,1.0,25.6,62.7,-,0.4
3660,Amida Abiola Brimah,,5,2.6,1.6,0.2,62.5,-,16.6,0.0
3661,Audley Brindley,,12,2.8,-,0.1,28.6,85.7,-,0.2
3662,Isaiah Briscoe,"
(Boogie)
",39,3.5,1.9,2.2,39.9,32.4,6.7,0.3
3663,John Brisker,,331,20.7,6.5,2.4,45.3,32.1,20.1,22.1
3664,Oshae Jahve Brissett,,172,7.4,4.2,0.8,41.2,34.4,12.6,5.3
3665,Allan Mercer Bristow Jr.,,695,7.8,4.0,3.2,46.0,28.1,14.6,24.6
3666,Tyrone Britt,,11,2.5,1.4,1.1,38.2,66.7,9.5,0.0
3667,Wayman P. Britt,,7,1.3,0.6,0.3,30.0,75.0,13.5,0.0
3668,Michael James Brittain,,38,1.7,1.4,0.2,50.0,-,4.7,-0.1
3669,David Britton,,2,2.0,1.0,1.5,66.7,-,18.0,0.0
3670,Jonathan Rodney Brockman,"
(Brock Ness Monster)
",150,2.1,3.1,0.3,48.8,0.0,10.3,3.7
3671,Ryan Broekhoff,,59,4.0,1.8,0.6,42.7,40.3,11.4,1.2
3672,James Riley Brogan,,121,5.1,1.5,1.8,44.4,26.7,13.1,1.2
3673,Malcolm Moses Brogdon,"
(Humble Moses, The President, Uncle Malcolm, Mookie Dew)
",400,15.4,4.2,4.6,46.7,38.8,17.0,30.0
3674,Gary George Brokaw,,241,8.0,1.7,3.0,44.6,71.3,13.5,5.3
3675,Emery Price Brookfield,,61,7.8,-,2.2,28.3,73.9,-,0.2
3676,Clarence Brookins,,8,2.6,1.5,0.1,30.8,0.0,7.7,-0.2
3677,Aaron Jamal Brooks,,645,9.7,1.7,3.0,41.3,37.0,13.3,19.2
3678,Armoni Daetrell Brooks,,74,6.9,2.3,1.2,36.6,33.0,9.2,0.6
3679,Dillon Brooks,,345,14.5,3.1,2.1,41.6,34.2,10.9,6.9
3680,Kevin Brooks,,126,3.3,1.1,0.4,40.1,20.0,8.3,-0.1
3681,Marshon Scitif Brooks,,200,8.0,2.1,1.4,44.7,34.5,13.9,3.3
3682,Michael Anthony Brooks,"
(Mike)
",319,12.8,6.3,2.6,48.6,15.2,15.2,16.5
3683,Scott William Brooks,,680,4.9,1.0,2.4,45.0,37.2,14.5,23.5
3684,Andre D. Brown,,75,2.6,2.4,0.1,51.6,0.0,11.4,0.3
3685,Anthony LeJohn Brown,"
(AB3)
",41,3.9,2.5,0.7,32.8,28.6,5.6,-0.2
3686,Robert Edward Brown,,82,10.1,-,1.4,35.8,68.9,-,1.7
3687,Robert Douglas Brown,,158,4.4,0.7,1.5,37.9,31.7,8.9,-1.2
3688,Bruce Brown Jr.,"
(Cowboy Bruce, Biggie Smalls)
",349,8.5,4.2,2.4,48.2,34.1,12.8,17.0
3689,Charlie Brown Jr.,,41,2.2,1.3,0.4,28.7,21.4,6.0,-0.1
3690,Chaundee Dwaine Brown Jr.,,5,6.2,3.2,0.8,31.3,33.3,6.4,0.0
3691,Clarence Brown,,694,5.9,3.1,0.8,49.1,22.7,11.6,19.0
3692,Damone Lamar Brown,,39,2.8,1.3,0.5,33.6,28.6,3.9,-0.7
3693,Darrel Brown,,3,1.3,-,0.0,33.3,0.0,-,0.0
3694,DeCovan Kadell Brown,,608,11.1,2.6,3.7,43.6,35.7,14.6,33.4
3695,Daniel Brown,"
(The One Man Fastbreak)
",68,2.1,1.0,1.8,34.0,25.0,7.9,0.1
3696,Derrick Paul Brown,,171,5.2,2.4,0.7,51.5,31.7,13.8,4.5
3697,Devin LaVell Brown,,465,7.2,2.8,1.5,40.1,33.8,11.9,13.3
3698,Ernest Brown,,3,1.0,2.0,0.0,16.7,-,-9.7,-0.2
3699,Fred Brown,"
(Downtown, Freddie)
",963,14.6,2.7,3.3,47.8,37.3,17.7,63.2
3700,George Raff Brown,,1,1.0,1.0,0.0,0.0,50.0,-7.2,0.0
3701,Gerald Brown,,33,2.4,0.7,0.9,37.1,30.0,7.3,-0.3
3702,Gregory James Brown III,,64,4.0,2.4,0.6,42.2,29.4,10.4,0.2
3703,Harold V. Brown,,54,4.9,-,0.7,24.8,63.2,-,2.9
3704,Jabari Akil Brown,,19,11.9,1.9,2.1,41.2,37.1,11.0,0.4
3705,Jaylen Marselles Brown,"
(JB, Old Man)
",470,17.9,5.2,2.2,47.7,36.5,16.4,29.5
3706,John Young Brown,,486,7.4,4.4,1.4,45.3,-,11.7,16.2
3707,Kedrick Brown,,143,3.6,2.4,0.7,40.5,27.4,11.0,3.0
3708,Kendall Thomas Brown,,6,1.5,1.0,0.5,57.1,0.0,9.1,0.1
3709,Kwame Hasani Brown,,607,6.6,5.5,0.9,49.2,11.1,12.5,20.8
3710,Lawrence Harvey Brown,,376,11.2,2.7,6.7,41.2,23.0,11.4,24.8
3711,Leon S. Brown,,5,0.0,-,0.0,0.0,-,-,-0.1
3712,Lewis Brown,,2,1.0,1.0,0.0,0.0,-,-18.6,-0.1
3713,Lorenzo Brown,,103,2.8,1.5,1.8,36.4,17.0,9.0,-0.2
3714,Marcus James Brown,,27,3.4,0.8,0.9,38.1,33.3,10.5,0.3
3715,Demarious Markel Brown,,113,5.2,2.1,1.2,38.0,29.5,10.1,1.1
3716,Michael Brown,,626,5.0,4.4,0.7,45.5,12.5,9.7,15.9
3717,Moses Shirief-Lamar Brown,,128,5.5,5.2,0.1,57.1,-,19.1,4.8
3718,Julian Myron Brown,,4,2.3,0.8,1.5,66.7,33.3,14.7,0.0
3719,Collier Brown Jr.,"
(Big Cat)
",1089,9.1,7.7,1.5,46.0,13.6,14.1,89.8
3720,Randy Brown,,655,4.8,1.8,2.2,41.7,20.0,10.3,11.0
3721,Raymond Brown,,16,1.0,0.9,0.3,28.6,-,-0.9,-0.2
3722,Rickey Darnell Brown,,340,4.4,3.5,0.4,46.4,0.0,9.8,4.7
3723,Roger William Brown,"
(The Rajah)
",605,17.4,6.2,3.8,46.9,32.1,17.2,65.2
3724,Walter Roger Brown,,239,2.4,3.5,0.5,40.6,100.0,8.7,2.3
3725,Shannon Brown,,408,7.6,1.9,1.1,42.0,33.2,12.4,9.2
